isi_tweet,uk,hs
USER Koyok kirik kecepit suarane wkwk',1,0
USER USER USER USER USER Kirik asyuuuuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',1,0
USER pen w ss kirik ketemen w anjg',1,0
USER Kirik',1,0
USER USER Wo kirik..',1,0
USER USER share lok muk kirik santet ajala\xf0\x9f\x98\xad',1,0
USER USER Kirik',1,0
USER wkwkw jik enek panganan liane cuk kok milih kirik ki piye wkwkw',1,0
USER USER USER USER USER USER akeh kirik e brouu',1,0
USER USER Pil kirik pak',1,0
USER USER Alah tak jak sate kirik we wegah',1,0
"USER asu, kirik'",1,0
"USER Asu, kirik, segawon'",1,0
USER Gaber kirik whahah',1,0
"USER Kirik, kerek, asu'",1,0
USER Inseykur bangat kirik',1,0
ya masalahnya nih kalo kating gue mah disapa udah eh malah jutek kan kirik :)',1,0
USER USER Ndok ndokan mu nemplek neng kirik cuk @achmadlartri',1,0
USER Ngonowi kirik e genten badoken',1,0
USER Namain kirik aja gat',1,0
USER Opo bedane kirik ambek asu',0,0
USER Wo kirik -_-',1,0
USER kirik',1,0
"USER nggeh mas, ingkang dung tek dung tek mboten radio friendly, tapi tiyangipun cupu mas, dioyak kirik tiyange mblayu'",0,0
USER Lak kirik areknya.',1,0
USER Mamak kirik ke sini',1,0
"Fuck ""bangsat""\nAll cirebonese say ""KIRIK""'",1,0
USER Kirik darimana kak?',0,0
USER Kirik',1,0
Pengen piara kirik deh ah https://t.co/Lh5KAVLn6K',0,0
USER Tak kiro kirik e',1,0
USER USER Kirik \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 https://t.co/n4bAj4QZZ1',1,0
USER Bahasa jawa halusnya : segawon\nBahasa jawa kasarnya : asu\nBahasa jawa nya anak anjing : kirik',0,0
RT USER respect myvi putih nk potong dari tepi \xf0\x9f\x98\xad\xe2\x9c\x8b\xf0\x9f\x8f\xbb',0,0
RT USER Baru nak delivery https://t.co/3XFVe45gSI',0,0
RT USER USER Ninja kirik \xf0\x9f\x99\x88\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#DanaHajiTidakHilang',1,0
USER Ninja kirik \xf0\x9f\x99\x88\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#DanaHajiTidakHilang',1,0
"USER USER biasane neng CFD bagian kewan kewan, ngowo kirik cihua hua tapi'",0,0
USER Jawa : Asu... Kirik... (Read : Kir\xc3\xa9k)',1,0
awas dioyak kirik :\xe2\x80\x9d) https://t.co/qTqhSSempq',0,0
USER USER Salah\nKirik kan anak asu',0,0
USER Kirik lor',1,0
USER kirik gede mksd te deprato ? wkwk',1,0
"USER kirik apa ejin :""'",1,0
USER kirik',1,0
USER USER USER USER USER USER shira kirik \xf0\x9f\x98\x82',1,0
USER mending kirik ya bro',1,0
USER isin ak \xf0\x9f\x98\xad kirik ae mangane dungo',1,0
USER Rendra kirik',1,0
USER woo..kirik!\n\xf0\x9f\x98\x82',1,0
"Scrall scroll eh wes ndue kirik, jingan wedokan ayu ok mesti ndue kirik lanang'",1,0
USER USER Si **** kirik lah',1,0
USER Asu kirik',1,0
"USER Kirik,kehet'",1,0
Jenengi kirik! https://t.co/y5790B4FT1',1,0
RT USER pengen ngingu kirik tapi mengko di kiro balen ro koe..\xf0\x9f\x98\x82',1,0
~GAUL~                  ~Ndeso~\n\nAnjing                         Asu\nAnjrittt         VS          Kirik\nAnjaay,1,0
KIRIK LAH EMANG\n\nMaap ttapi ak pengen ngomong kasar',1,0
"aku mah sering ngegabungin da, gatau tah kalian yg kaya kirik mah. hmm ah dasar hewan.'",1,1
USER Segawon iku asu toh?? Oalah kirik!!',1,0
"USER Iyaaa beneran, aku ga nipu kamu passion nipu kita kan buat orang2 kirik yang \xf0\x9f\x98\x8d'",1,0
USER Gobol kirik',1,0
"USER Kalo baby nanti mirip kirik, aku gasuka. \xf0\x9f\x98\xaa'",1,0
USER anak anjing tu kirik',0,0
USER Wkwkwkwkwkwkwkwk bangsat kirik e dadi medeni',1,0
"USER Asw, kirik, segawon'",1,0
"USER Asu, kirik, segawon'",1,0
USER We koyo kirik dadi uwong\n\nSama-sama nder :)',1,0
USER USER Butuh timsar ga kirik? Awas',1,0
"RT USER USER Kirik,ono presnelenge'",1,0
"USER Kirik,ono presnelenge'",1,0
RT USER Wkwkwkwkwkwkw ngakak jadi inget pas abis nonton konjurig kirik. @hseungwoop',1,0
Wkwkwkwkwkwkw ngakak jadi inget pas abis nonton konjurig kirik. USER https://t.co/Kkil36BzR8',1,0
USER ceuk saha aing leutik keneh kirik\xf0\x9f\x98\x81',1,0
USER USER Iya boco kirik kuen bobad bae',1,0
USER pamaksut kirik?',1,0
USER cocotmu kirik ynk',1,0
USER USER sakno kirik e cog\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',1,0
USER USER USER USER USER USER USER Kirik tebi alias ANJING',1,0
USER USER Nggak papa dari awal Aku emang kirik kok',1,0
USER USER Kirik e bengong asu',1,0
USER USER USER USER USER Yu ah cobain gitu ke si kirik:))',1,0
"USER USER Weh iyo sing nduwe ni aku ke kirik, opo kowe yo kirik e mbiyen?'",1,0
USER Ya apa kirik kaptan kapten bae',1,0
USER USER dasar kirik',1,0
USER tak kiro kirik pudel..',0,0
"USER USER Blue, sek kirik kae ta?'",1,0
USER Setauku kirik jg',1,0
USER USER USER Nek frat USER misuh asu kirik logate betawi',1,0
USER USER asu kirik wedos',1,0
Apa cuman gua doang yang ga suka misuh anjing babi tapi suka ngomong kirik asuu :v',1,0
kirik kon emg',1,1
"USER USER USER wkwkw.. mak mu itu kirik, kirik kirik'",1,1
"USER USER Kirik maning reh, parah pisan\xf0\x9f\xa4\xa3'",1,0
"USER USER Paraaaahhhhh, kirik parah reh pal deke ahahahaha'",1,0
Bahasamu ndakik tapi kelakuanmu kirik',1,1
USER USER Yaiku kirik anjg vickri',1,0
USER USER Kirik parah pisan ira',1,0
USER USER Kirik mirip benyamin sueb',1,0
USER USER Kirik tua pisan',1,0
"USER USER Yaiku kirik, parah re\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,0
USER USER Kirik parah pisan\xf0\x9f\xa4\xa3',1,0
KIRIK! https://t.co/B9Uq6bUGfq',1,0
Aya-aya wae si kirik',1,0
USER USER Renangku tetep gawe gaya kirik dong',1,0
USER bobad bae kirik',1,0
Opo waktu SD koen tau ngising Ning celono?\n\nMe : Alhamdulillah tau sitik otok',0,0
USER Abis ngising a',0,0
"USER Nahh iya.. Ngegas2 ngebut2, selak kebelet ngising po piye'",0,0
USER Ngising ?',0,0
USER Aku nek munggah gunung ngising e nng ngisor wit',0,0
USER Ngising',0,0
USER ak jg abis ngising\xf0\x9f\x98\xad',0,0
USER Bar ngising\xf0\x9f\x98\xad',0,0
USER belet ngising',0,0
USER emang sebat sambil ngising rasanya lwbih mantep ya?',0,0
Nyesel ndadak ngising barang',0,0
Riyep-riyep tapi belet ngising adalah salah satu bentuk paradoks sinklinal.',0,0
Ngempet ngising USER ? https://t.co/wIDu2uoUvl',0,0
USER Bar ngising wae ayu mbak..\nKok iso?',0,0
USER Yuhhh.. ngising\nSampek gringgingen pora',0,0
USER USER Ekekkek tapi ngising masih ngabeten teu?',0,0
Aku kalo lagi ngising bawa hp https://t.co/3bcUfZKIGs',0,0
USER USER bikin di bekasi min',0,0
Ketika arep ngising lah. Apalagi? https://t.co/aSZSAfX1Xm',0,0
Ngising itu wajib bagi setiap umat manusia yang masih hidup.',0,0
USER ngising ayawene terlalu mager bagi kaum hawa',0,0
USER Lagi ngising',0,0
USER nyg tau gan agi kencot trus ngising malah ddi wareg',0,0
Overthinking sambil ngising gak uwenak bangsat telekku sungkan metu',1,0
Ketika sedang ngising https://t.co/6V9FsbGSzi',0,0
USER Enak dan bisa bikin ndak gampang ngising.',0,0
"USER Senep, kudu ngising'",0,0
Guya guyu dewe sue sue gek kroso ngising raimu',1,0
Masak mi ditinggal ngising delo yo mesoo medok ngenee',0,0
RT USER akhirnya bisa ngising',0,0
akhirnya bisa ngising',0,0
USER Mas a..aku blet ngising',0,0
USER yen bar ngising i disentor sek cok',1,0
USER Kok koyok e usum wong gak isok ngising',0,0
USER ngising',0,0
USER Ngising',0,0
USER Penting le ngising ra mbi turu',0,0
USER Jangan lupa ngising',0,0
USER Ngising',0,0
USER Keri dewe tetep ngising karo ndugab USER \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0
Kok yo onok sing iso ngising mbek mangan to lur\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0
USER Ngising sek wae',0,0
"USER Imukalnya juga manteb rasanya, lumayan buat ngisi energi abis lari'",0,0
USER Rokokan mb ngising iki',0,0
"USER USER Enertab emang enak, apalagi minumannya yg imukal, enak kek energen'",0,0
malem minggu ngempet ngising',0,0
USER USER USER Aku ngising sambil mbayangkeeee',0,0
"USER USER Rasanya emang enak ngab, tapi ya tergantung selera orang juga si wkwk'",0,0
"Semacam kepising tapi raiso ngising, rasane ra karuan\xf0\x9f\xa4\xa3'",0,0
RT USER Asuuu rep ngising mah antri.. faking syit',1,0
"koyone dino iki le mangan sitik, le ngising nganti nguras weteng ..'",0,0
3 dino gak ngising.',0,0
USER Ngising hela da',0,0
"sinau seko banyu, intine mili wae ndisik perkoro ono wong ngising opo ora pikir mengko'",0,0
USER USER USER Biasane bar ngising wis sepaket',0,0
USER Iku pas aku durung ngising petanh dino',0,0
USER USER Ngising',0,0
USER Padahal ra ngising telung dino',0,0
"USER ""Kebelet Ngising""\nSalah satu contoh e Mas \xf0\x9f\x98\x93'",0,0
Asuuu rep ngising mah antri.. faking syit',1,0
USER Wkw padahal durung ngising pirang\xc2\xb2 dino \xf0\x9f\x98\xad\xf0\x9f\xa4\xa3',0,0
USER USER Ngising',0,0
USER Siap pokoke. Gari celuk wae aku tak ngising dilut',0,0
"USER Madang, ngising, turu. Mas'",0,0
USER Ngising nemu inspirasi??',0,0
USER Mangan turu jok ngising',0,0
Tetep bersyukur selagi isih iso ngopi pagi bar kui ngising',0,0
Nature is calling!\n\nalias..kebelet ngising.',0,0
USER Ngising',0,0
mbangno mumet ngising wae',0,0
"Ketika ngising bersuara ""Plung""\n\nSeketika terang lampu diatas mustaka :v'",0,0
USER ngising tu apa bun? buang ingus?',0,0
RT USER Aku rindu kepepet ngising di sekula.',0,0
"USER He ngising ambe rokokan i wenak bgt lho fren, takoko abahe a wkwk'",0,0
USER Uoopoo. Keseharianku mung madang ngising karo turu. Karo mburuh o jek',0,0
"gawe mie lombok e 28, aku wedi nk sesok ngising geni'",0,0
"USER WOY KAMSUTNYE NAON IEU TEH, HAYANG NGISING TEU TENANG AING TEH https://t.co/and2KfGTcq'",0,0
"Ngising sambi ngetweet ,marai metu kabeh uneg-unegku . Ngannn'",0,0
USER Mosok ga ngising sih',0,0
"USER Wah ngapain itu, jangan\xc2\xb2 ngising dibawa jembatan koe yo \xf0\x9f\x98\x82'",0,0
Ekspresi gw lg ngising\xf0\x9f\x98\x8c https://t.co/y0G5p1AFxL',0,0
USER ngising ro umbah2 kak',0,0
USER wis ngising ning podo wae ju\xf0\x9f\xa4\xa3',0,0
"USER kadang 9malem dah tutup, paling enak pagi2 sambil ngopi, ngudud, ngising.'",0,0
USER Paling enak ngising bawa hp + bawa cemilan',0,0
USER Hae papen...\nSudah ngising kah hari ini???',0,0
"Meneng,anteng,lingguh sedakep tibake lgi kroso ngising\n\nEalah hmm'",0,0
mau ngising aja ngumpulin niatnya sejam',0,0
"Balesi gonmu , sorri tak sambi ngising. Rareti neknwes dibales https://t.co/52CkyY85oA'",0,0
Mangan ra enak\nTuru ra nyenyak\n\nJebul belet ngising',0,0
sek ya ak kebelet ngising',0,0
USER Ngising',0,0
Kudu ngising \xf0\x9f\x98\x94 https://t.co/iROYfv8qBq',0,0
USER Ngising ajg',1,0
USER Gi ngising kowe ya',0,0
USER Lagi ngising ya',0,0
"ketoke mung aku deh, nek ngising karo ngrungoke musik nggo headphone?'",0,0
tangi turu langsung belet ngising ig kok ngene men',0,0
USER USER Ris nunut ngising omahmu aku',0,0
"dadi wong lemah dimamah, dadi wong nakal dipacal, dadi wong apek dipaido. ngising ah'",0,0
Aku pengen ngising kie gaeessss',0,0
"udah kebiasaan kalo ngising sangu spiker blutut, ben ra do krungu nek pas mencret.'",0,0
USER Foto pertama ngampet ngising ya? \xf0\x9f\x98\x82',0,0
yaampun belet ngising',0,0
USER USER USER USER USER Kebelet ngising ceunah mas :(',0,0
meh kulyah kok yo bet ngising ki loh ah',0,0
USER Bikin ngising jadi lanyah ya',0,0
Ngising tep andalan dadi pelarian',0,0
kok ada ya orang ngising tapi nggak bawa hp https://t.co/4dl6SzPvEx',0,0
USER Ngising sek hyung https://t.co/JXps9p4Zhe',0,0
USER Ngising',0,0
Belet ngising disaat antri adalah sebuah keniscayaan',0,0
USER Bet ngising',0,0
USER rasa ngising \xf0\x9f\xa4\x94',0,0
Lega bgt abis ngising',0,0
Tonggoku lak ngising kok jam sakmene se',0,0
USER Biasane aku meneng2 moro ngising',0,0
USER USER NDUWE COK. MATANE YE ORA NDUE. LAK NGISING LIWAT NDI HA? CANGKEM?',1,1
Karo ngempet kroso ngising sakitnya yo luar biasa mba :(( https://t.co/2W5JE8ROG5',0,0
"USER Pas sepure gung mlaku tapi kebelet ngising ,roh dewe bingung e koyok piye ,mergo kamar mandine kekunci'",0,0
USER Mah ngising mengko',0,0
"Meneng ro mikir , ko Ra ngising ngising.'",0,0
"Sayang, aku tak ngising sek gor dilit kok ojo di tinggal lho https://t.co/P3XDdFo9XO'",0,0
USER Sek yo tak ngising',0,0
USER PEKOK BGT SIH CAPE',1,0
USER babik aer mana ada pekok',1,0
"Dadi bocah og pekok bgt, pd raumum neh'",1,0
USER Adanya nunggu dia peka sampai pekok',1,0
USER USER Elu wc duduk dipake buat jongkok. Sama aja pekok',1,0
USER Pekok takone ;(',1,0
USER USER Oalah pekok tenan.... Ayu 2 je...',1,0
yaelah cuma halu aja disangka penganut bim pekok',1,0
USER JAWAP PEKOK KOK LU BS NEMU\xf0\x9f\x98\xa2\xf0\x9f\x92\x94',1,0
USER 666 YG SETAN PEKOK',1,0
USER Pekok pekok',1,0
USER lo random bet pekok',1,0
USER kok pekok',1,0
USER USER KARNA PEKOK SAN \xf0\x9f\x98\xad\xf0\x9f\x92\x9c',1,0
USER kok pekok \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1',1,0
USER kok pekok \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1',1,0
Malah dia yg mau nangis pekok \xf0\x9f\x98\xad https://t.co/Yhc3YfwEVH',1,0
USER duh pekok nulis aja masi remed',1,0
USER USER LU TINGGAL DMN PEKOK\xf0\x9f\x92\x94\n@GigiNgilu',1,0
USER pekok sjk dni yh',1,0
USER USER biar sane gk pekok lagi',1,0
USER Jembut',1,0
"USER USER tulung, emg pekok nad'",1,0
USER Woo putri pekok',1,0
RT USER USER ILY BILQIS PEKOK\xf0\x9f\x92\x98\xf0\x9f\x92\x98',1,0
USER diemm pekok',1,0
USER irpan pekok',1,0
USER kukuruyuk pekok pekok',0,0
USER USER USER gua gmn nasibnya pekok',1,0
USER duh pekok',1,0
"USER Halah dalahhh tenan kan dibuka botole, ncen pekok si putri iki'",1,0
"USER Pekok,,!!! Dah soak pemikirannya.'",1,0
USER Wess pokoke pekok bgt og',1,0
kebalik pekok https://t.co/IEOFvq6lAi',1,0
USER USER Pekok ancen',1,0
gue ngliatin foto doy ktwaktwa kyk org pekok \xf0\x9f\x98\x94',1,0
USER USER Mon maap sane emng pekok \xf0\x9f\x98\xad\xf0\x9f\x99\x8f',1,0
USER tdr pekok lo kn bayi',1,0
"USER ngeyel, suka belagak bodo, baperan cengeng, egois, pekok, suka ngagetin, gamau tak cium itu jg bikin nyebut:'""",1,0
USER ga ngerti keyboard gua pekok \xf0\x9f\x98\xad',1,0
"tapi harus membawa surat sehat dan test hasil pcr yang mahal, apakah ada solusi Dari pemerintah untuk ini??? @info_Blora'",0,0
USER PEKOK EMG TLOL',1,0
USER ILY BILQIS PEKOK\xf0\x9f\x92\x98\xf0\x9f\x92\x98',1,0
"USER IYA PS LU UDH JLASIN BRU NGERTIII TADI BLOMMM, ADUH DISINI SIAPA YG PEKOK SIHHHH\xf0\x9f\x98\xad'",1,0
Tigor dan ke pekok an nya wkwk https://t.co/sQcaaPheiC',1,0
USER Wkwkwkkwkw....kita bodoh boleh...pekok jangan',1,0
USER jangan bohong pekok lo kan murni semurni air putih di rumah gwe',1,0
"jgn flop donk pekok,,follow sx tp ak gx aktif xixix'",1,0
USER buat saja kalau bisa kita dangdutan ampe pekok',1,0
USER siapa yg pekok',1,0
RT USER KAYLA PEKOK NAN BACOT BTUL AP BTUL',1,0
"USER gtaunya MUI yg dibubarin..\nsecara, paduka \xf0\x9f\x98\x82 pekok'",1,0
hmm kamu pekok sekali:)',1,0
Adoh yaksa pekok',1,0
KAYLA PEKOK NAN BACOT BTUL AP BTUL https://t.co/eFDFYQkrel',1,0
Pekok\xf0\x9f\x98\xad https://t.co/nwDitMlMei',1,0
sm pekok',1,0
"USER Sama kaya Dableg, Pekok \xf0\x9f\x98\x82\n\n#PresidenDableg'",1,0
USER kak bil kak pekok',1,0
USER ngapasi ka pekok mlu \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2',1,0
Oalah pekok tenan',1,0
USER lo kan pekok',1,0
USER pekok',1,0
USER Wah wes pekok tenan kui\xf0\x9f\x98\xad',1,0
USER ILYSM PEKOK AWW \xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1',1,0
USER engga gue kan jennie pekok',1,0
Ak pekok',1,0
USER USER WKWK PEKOK',1,0
USER Swara aym brtlur pekok pekok pekok',0,0
USER pekok',1,0
USER km ksar bgt pekok',1,0
pekok tu aph',0,0
USER WKWKWKWKWKWM PEKOK KO GUE KETAWA',1,0
USER aw pekok',1,0
simigi gi idi ligi tiirs \nhalah segitu aja pake nangis si pekok',1,0
USER Sing wagu i koe kui ramutu edan pekok',1,0
USER USER USER USER HY PEKOK',1,0
USER iya anjr pekok',1,0
USER Totot pekok',1,0
USER aduh pekok',1,0
USER jinx gwe gi pngn salad jg pekok',1,0
USER pekok',1,0
USER YA KARENA GATAU PEKOK',1,0
USER pekok gue ketawa',1,0
"USER Lah yo, nasibe Wong pekok'",1,0
USER USER USER Jong kuwi ..Jong pekok \xf0\x9f\x98\x8a',1,0
USER Pekok',1,0
USER Brati aku pekok yo is\xf0\x9f\x98\xad',1,0
USER MANG PEKOK KAU\xf0\x9f\x98\xad',1,0
USER rapopo cen dasar e pekok aku',1,0
"keknya enak bgt ngomong pekok,, muk juga'",1,0
dah ngerusuh taunya salah rumah. Pekok',1,0
RT USER G PEKOK BUKAN PEJOY NAMANYA \xf0\x9f\x98\x87\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',1,0
Prosedur bikin Somasi buat tetangga pekok yg cm ngeliatin anaknya gk punya etika jam 9 malem gedabrukan maen bola gimana sih?',1,1
G PEKOK BUKAN PEJOY NAMANYA \xf0\x9f\x98\x87\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/IyQOBUmckF',1,0
USER PEJOY PEKOK SELAMANYA',1,0
USER jejot pekok',1,0
USER Pekok',1,0
USER Berarti lu kagak punya budaya ya zul.pekok',1,0
USER timbang ayu ayu pekok',1,0
Shasha pekok jam sgni malah ngedance\xf0\x9f\x98\xad Ya pusing lah anjrot',1,0
USER santai pekok',1,0
"USER Salah lah pekok, mana ada es batu meleleh'",1,0
USER berarti kmoe pekok yh?',1,0
Juran pekok banget',1,0
USER Mba tulong pekok e di kontrol \xf0\x9f\x98\xad *ngmngkaroawakedewe',1,0
USER Bukan baik wid tapi pekok kalo dibohongin percaya aja',1,0
Salah hestek pekok',1,0
USER itu plit pekok',1,0
"USER Gak sih, emang bodo bin pekok aja.'",1,0
Ora peka neng pekok\xf0\x9f\x98\xad',1,0
USER assalamualaikum pekok',1,0
"RT USER USER Pekok arek arek i, new normal bukan brarti iso dolen dolen dan bukan brarti wes ga onok corona woe'",1,0
USER JARO PEKOK',1,0
USER Ternyata dee luwih pekok mbangane aku\xf0\x9f\x98\xad',1,0
USER Anda salah lawan . kadrun pekok. Banteng \xf0\x9f\x90\x82 gampang balasnya karena kamu yg cari gara gara.',1,0
USER Lah pernah pacaran sma segawon',1,0
USER Jenengan segawon',1,0
USER raimu segawon',1,1
USER USER Segawon tu ap',0,0
USER Segawon',0,0
USER segawon',0,0
USER woo segawon',1,0
USER USER Boyo cangkem e tarah segawon',1,0
"USER USER Awas segawon lanang, ini contoh trap'",1,0
USER Wah segawon',1,0
USER Hahahhaa segawon bgst \xf0\x9f\x98\xad',1,0
USER Pak praupanmu koyo segawon.',1,1
USER Koe segawon',1,0
USER USER USER Klo \xe2\x80\x9dpak dapuranmu koyo segawon\xe2\x80\x9d ?',1,0
USER segawon ancene wkwk',1,0
"USER Segawon, gitu ngab\xf0\x9f\x91\x8d'",1,0
USER USER Untung ora segawon \xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0
USER sini sm segawon',1,0
Segawon artinya paan sih? https://t.co/VxEusICPc9',0,0
"USER segawon wati "" lucu bgt sih kamuuu ""'",1,0
USER segawon rebatan tosan',0,0
USER Ci takokno koncomu segawon artine opo @smrftsmurfette',0,0
ncen segawon',1,0
USER Segawon :)',0,0
RT USER Aku jenis jawa hybrid etan kulon alias jancok pasuryan panjenengan segawon',1,0
Aku jenis jawa hybrid etan kulon alias jancok pasuryan panjenengan segawon',1,0
USER wolha segawon jenengan mas',1,0
USER apatu segawon',0,0
USER Durhaka opo ora kui urusane sing kuasa. Tapi nek koyo ngono iku iso disebut segawon',1,0
USER segawon tan',1,0
Pantesan segawon nya ngga balik-balik.. Ternyata ada tamu dari seberang.. Bli USER ... https://t.co/AYBwdy61fW',1,0
sugeng enjing segawon - segawonwati mugi2 pinaringan tansah lancar rejeki &amp; kabejan',1,0
USER kan u yg segawon mek',1,0
USER mkanya bruan bljar jgn overthink mlu dsr segawon xixi',1,0
halah segawon',1,0
Segawon ancen y jd kangen mendoan https://t.co/HK9Tekmi2W',1,0
USER USER Oo segawon',1,0
USER koe segawon',1,0
USER ter segawon xixi',1,0
USER SEGAWON TENAN OG',1,0
Segawon https://t.co/2v8T4jiRE3',1,0
USER segawon',1,0
USER Ora berlaku nggo mantanku. Segawon',1,0
nek iki segawon. https://t.co/NL1ODEpimX',1,0
USER Cangkeme i lho wkwk koyo segawon',1,0
USER Pas awal2 terlihat seperti badan segawon seperti masuk ke dalam lantai dan malah mencair',0,0
USER Tak kiro ki ono segawon trus berubah jd benda cair',0,0
"Tidak merasa salah jurusan, tapi dosene bae sing kaya segawon bgsttt..'",1,1
"Taek, segawon'",1,0
USER Segawon tuh apa',0,0
USER Segawon',1,0
USER segawon diam',1,0
ncen segawon.',1,0
"ya Allah ngalak wkwkwkkw udah sopan sopan pake bu, lakok gamau dipanggil bu, jadi segawon kan ahahah https://t.co/BLnw7c0LhM'",1,0
\xf0\x9f\x91\xa9: segawon apasi yang?\n\xf0\x9f\xa7\x91: Koe',0,0
USER km taw segawon g\xe2\x98\xba\xef\xb8\x8f',0,0
USER Pasti para segawon wati milihnya nmr 1 dan 2',1,0
"pertama bgt aku kira segawon tuh artinya masakan olahan dari nasi (soalnya bahasa Jawa ""sega"" artinya nasi), ternyata anjing :)'",0,0
USER kelakuane segawon',1,0
USER jingan doimu woila sabisanya manggil segawon\xf0\x9f\x98\xad',1,0
USER Panjenengan segawon',1,0
"USER ora tau, mergo dekne kelakuan e kyo segawon'",1,0
USER Segawon bae bang v:',1,0
USER aku jek tas ngerti lo segawon iku asw hshah',1,0
USER segawon iku opo be?',0,0
USER PANJENENGAN SEGAWON!!',1,0
USER PANJENENGAN SEGAWON!!',1,0
USER Segawon wati',1,0
"Lek ""raimu segawon"" opo mba? https://t.co/zNY4ZQJlec'",1,0
USER USER Pancen segawon &gt;:((',1,0
Segawon nya belum balik.. https://t.co/4NdHDspVGs',0,0
"USER USER Segawon, ting, wkwk'",1,0
USER Oke segawon',1,0
USER hee kancaku segawon',1,0
USER lahh jare segawon',1,0
segawon tau g?',0,0
kon ngerti segawon ga sih',0,0
"ngomong asu kasar, nek segawon ga kasar :('",1,0
RT USER Oh yo le segawon segawonwati lagi menang iki konsep e boyo boyo sumpah rame bangetttt jingan',1,0
sambat terooosssss rumangsamu koe tok sing ndue masalah po.segawon tenan!!!!',1,0
USER hasyeemm\nsegawon wae iso ngePrank santuy\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xaa\xf0\x9f\x98\x86\xf0\x9f\x98\x8b',1,0
USER naon segawon teh ?',0,0
USER Segawon apa',0,0
USER Segawon teh naon',0,0
USER segawon tu apa',0,0
USER Segawon apaan mba?',0,0
USER segawon apa?',0,0
USER USER Kowe segawon meneng',1,0
USER Ntuk segawon',1,0
USER gahh aku di uneni segawon',1,0
USER segawon tenan kamu',1,0
USER NGAKAKAKA ANJIR GWE NGOMONG SEGAWON DIDEPAN NYOKAP DIA KETAWA #.',1,0
RT USER Teruntuk segawon sing jenenge andri lur\n\nhttps://t.co/jezVrS8GOJ',1,0
USER segawon = anjink',0,0
panjenengan kok kados segawon',1,0
USER Km doang wandu...',1,0
"USER Dinyang 2jt Karo bakul pit. Tp ro bapakku ora di culke. Pit wandu, apakah ada yg punya jg? https://t.co/T9MdYSETnj'",0,0
USER Sial wandu',1,0
"USER Yo dadio partai lanang, ojo wandu'",1,0
RT USER USER USER Uhu mdamu kumangu walolaa mndu umutimishe niko uifunye ..Ela watima mndu wa wandu',0,0
USER USER Uhu mdamu kumangu walolaa mndu umutimishe niko uifunye ..Ela watima mndu wa wandu',0,0
"USER dah gak miker wong liyo pid seng penting blonjo ae :"")'",0,0
RT USER Wong liyo kok iso boso jowo alus yo lur https://t.co/1yWx35LBTA',0,0
pacarmu kenthu karo wong liyo https://t.co/Qtu5A47QS5',1,0
Tapi yo encen si kadang bercandaane dewe iso ngloroni atine wong liyo',0,0
"Ndeloke wong liyo sing  nduwe mantan akeh kok iso yoh, be awaku nduwe siji tok. https://t.co/tOdHyXZWC9'",0,0
"meh berjuang arep jungkir walik nganti ndlosor,yen atine wes enek wong liyo yo percuma'",0,0
Bangkitke semangat e wong liyo we iso giliran bangkitke semangat e dewe angele setengah modarr hemm',0,0
"USER Ha yo nek meh bener kok ndadak kudu ngelek""ke wong liyo sikek'",0,0
RT USER wes biasa nandangi dwe. biasa ra ngrepoti wong liyo.',0,0
Dasar e iku bersandar yo mek nk gusti Allah. Lek amu bersandar nk wong liyo yo siap\xc2\xb2 ae dipatahkan pada harapmu :(',0,0
Mending jagani jodone wong liyo opo dadi jomblo wae?',0,0
aku mung iso nyawang uwuable e wong liyo huftt https://t.co/jzv3GLLT8Z',0,0
Apik elek e awakdewe tergantung wong liyo seng nyritakne -',0,0
kesalahanya wong liyo juga sangat di cari saat ini lho... https://t.co/wm52RaGGVM',0,0
Pie sih carane ra nggangep wong liyo ono?',0,0
USER Aku seng berjuang wong liyo seng di sayang',0,0
"USER siap lur, pokoke ora ngerusuhi ... wong liyo \xf0\x9f\x98\x8c'",0,0
Ning nyatane ndekne malah dikeloni Karo wong liyo \nKan qintil banget https://t.co/pChnfDpyel',1,0
USER nek seng tekok wong liyo sih oke ya\ntp lek wong tuo meh mbendino tekok I koyok gak percoyo bgt wkwkwk',0,0
